Epoch,Loss Type,Loss Value
0.015873016,D_loss,1.5934
0.031746032,D_loss,1.1001
0.047619048,D_loss,0.1411
0.063492063,D_loss,0.139
0.079365079,D_loss,0.1039
0.095238095,D_loss,0.6004
0.111111111,D_loss,0.4084
0.126984127,D_loss,0.556
0.142857143,D_loss,0.3691
0.158730159,D_loss,0.1922
0.174603175,D_loss,0.3777
0.19047619,D_loss,0.6215
0.206349206,D_loss,0.8334
0.222222222,D_loss,0.4595
0.238095238,D_loss,0.5299
0.253968254,D_loss,0.7376
0.26984127,D_loss,0.5631
0.285714286,D_loss,0.7105
0.301587302,D_loss,0.6147
0.317460317,D_loss,0.7004
0.333333333,D_loss,0.5962
0.349206349,D_loss,0.6785
0.365079365,D_loss,0.8778
0.380952381,D_loss,0.8906
0.396825397,D_loss,0.8009
0.412698413,D_loss,0.6456
0.428571429,D_loss,0.6176
0.444444444,D_loss,0.7148
0.46031746,D_loss,1.1679
0.476190476,D_loss,0.7739
0.492063492,D_loss,0.517
0.507936508,D_loss,0.6942
0.523809524,D_loss,0.8135
0.53968254,D_loss,0.7238
0.555555556,D_loss,0.7648
0.571428571,D_loss,0.4545
0.587301587,D_loss,0.7633
0.603174603,D_loss,0.7476
0.619047619,D_loss,0.7542
0.634920635,D_loss,0.5911
0.650793651,D_loss,0.7047
0.666666667,D_loss,0.6161
0.682539683,D_loss,1.8161
0.698412698,D_loss,1.1176
0.714285714,D_loss,0.6268
0.73015873,D_loss,0.5889
0.746031746,D_loss,0.875
0.761904762,D_loss,0.9149
0.777777778,D_loss,0.8521
0.793650794,D_loss,1.4803
0.80952381,D_loss,0.4812
0.825396825,D_loss,1.0005
0.841269841,D_loss,0.3621
0.857142857,D_loss,0.4494
0.873015873,D_loss,1.1635
0.888888889,D_loss,0.6136
0.904761905,D_loss,0.6172
0.920634921,D_loss,0.4994
0.936507937,D_loss,1.1923
0.952380952,D_loss,0.5606
0.968253968,D_loss,0.9585
0.984126984,D_loss,0.6155
1.0,D_loss,0.8098
1.015873016,D_loss,0.8242
1.031746032,D_loss,0.4725
1.047619048,D_loss,0.9086
1.063492063,D_loss,0.4188
1.079365079,D_loss,0.5607
1.095238095,D_loss,0.5194
1.111111111,D_loss,0.7855
1.126984127,D_loss,0.7099
1.142857143,D_loss,0.8398
1.158730159,D_loss,0.7999
1.174603175,D_loss,0.5132
1.19047619,D_loss,0.5407
1.206349206,D_loss,0.7824
1.222222222,D_loss,0.5013
1.238095238,D_loss,0.5628
1.253968254,D_loss,0.6024
1.26984127,D_loss,0.6192
1.285714286,D_loss,0.2376
1.301587302,D_loss,1.2848
1.317460317,D_loss,0.3863
1.333333333,D_loss,0.6025
1.349206349,D_loss,0.314
1.365079365,D_loss,0.3939
1.380952381,D_loss,0.8857
1.396825397,D_loss,0.82
1.412698413,D_loss,0.6698
1.428571429,D_loss,0.9939
1.444444444,D_loss,0.8451
1.46031746,D_loss,0.6183
1.476190476,D_loss,0.5906
1.492063492,D_loss,0.6026
1.507936508,D_loss,0.3426
1.523809524,D_loss,0.7635
1.53968254,D_loss,1.1406
1.555555556,D_loss,2.0248
1.571428571,D_loss,0.6543
1.587301587,D_loss,0.3492
1.603174603,D_loss,0.5691
1.619047619,D_loss,0.4041
1.634920635,D_loss,0.4524
1.650793651,D_loss,0.5286
1.666666667,D_loss,0.7817
1.682539683,D_loss,0.4136
1.698412698,D_loss,1.0822
1.714285714,D_loss,0.4723
1.73015873,D_loss,0.3777
1.746031746,D_loss,0.2517
1.761904762,D_loss,0.3437
1.777777778,D_loss,0.7225
1.793650794,D_loss,0.453
1.80952381,D_loss,0.6342
1.825396825,D_loss,0.663
1.841269841,D_loss,0.3378
1.857142857,D_loss,0.2701
1.873015873,D_loss,0.2369
1.888888889,D_loss,0.2179
1.904761905,D_loss,0.4266
1.920634921,D_loss,0.5476
1.936507937,D_loss,0.7164
1.952380952,D_loss,0.2413
1.968253968,D_loss,0.3462
1.984126984,D_loss,0.6633
2.0,D_loss,0.5488
2.015873016,D_loss,0.3207
2.031746032,D_loss,0.4419
2.047619048,D_loss,0.1565
2.063492063,D_loss,0.1639
2.079365079,D_loss,0.2779
2.095238095,D_loss,0.2795
2.111111111,D_loss,0.4098
2.126984127,D_loss,0.8709
2.142857143,D_loss,0.669
2.158730159,D_loss,0.1181
2.174603175,D_loss,0.2843
2.19047619,D_loss,0.2848
2.206349206,D_loss,0.1204
2.222222222,D_loss,0.0637
2.238095238,D_loss,0.3748
2.253968254,D_loss,1.4072
2.26984127,D_loss,0.3498
2.285714286,D_loss,0.4411
2.301587302,D_loss,0.0783
2.317460317,D_loss,0.437
2.333333333,D_loss,1.4139
2.349206349,D_loss,0.1369
2.365079365,D_loss,3.1592
2.380952381,D_loss,0.251
2.396825397,D_loss,0.3223
2.412698413,D_loss,0.3312
2.428571429,D_loss,0.2013
2.444444444,D_loss,0.1187
2.46031746,D_loss,0.1566
2.476190476,D_loss,4.3056
2.492063492,D_loss,0.2362
2.507936508,D_loss,0.2619
2.523809524,D_loss,0.5471
2.53968254,D_loss,0.4057
2.555555556,D_loss,0.1643
2.571428571,D_loss,0.3386
2.587301587,D_loss,0.1041
2.603174603,D_loss,0.4664
2.619047619,D_loss,0.599
2.634920635,D_loss,0.2465
2.650793651,D_loss,0.247
2.666666667,D_loss,0.3335
2.682539683,D_loss,0.2472
2.698412698,D_loss,0.5931
2.714285714,D_loss,0.3742
2.73015873,D_loss,0.1525
2.746031746,D_loss,0.2532
2.761904762,D_loss,0.2316
2.777777778,D_loss,0.2609
2.793650794,D_loss,0.2143
2.80952381,D_loss,0.4588
2.825396825,D_loss,0.3605
2.841269841,D_loss,0.1762
2.857142857,D_loss,0.261
2.873015873,D_loss,0.0692
2.888888889,D_loss,0.2379
2.904761905,D_loss,0.1447
2.920634921,D_loss,0.111
2.936507937,D_loss,0.1285
2.952380952,D_loss,0.3223
2.968253968,D_loss,0.0759
2.984126984,D_loss,0.0429
3.0,D_loss,0.2497
3.015873016,D_loss,2.8298
3.031746032,D_loss,0.3948
3.047619048,D_loss,0.1729
3.063492063,D_loss,0.0827
3.079365079,D_loss,0.3208
3.095238095,D_loss,0.1218
3.111111111,D_loss,0.2924
3.126984127,D_loss,0.1093
3.142857143,D_loss,0.1929
3.158730159,D_loss,0.2736
3.174603175,D_loss,0.1656
3.19047619,D_loss,0.2284
3.206349206,D_loss,0.1157
3.222222222,D_loss,0.4584
3.238095238,D_loss,0.1377
3.253968254,D_loss,0.0343
3.26984127,D_loss,0.0454
3.285714286,D_loss,0.0931
3.301587302,D_loss,0.1484
3.317460317,D_loss,0.3572
3.333333333,D_loss,0.1242
3.349206349,D_loss,0.1074
3.365079365,D_loss,0.4677
3.380952381,D_loss,0.1071
3.396825397,D_loss,0.3514
3.412698413,D_loss,2.1431
3.428571429,D_loss,0.0324
3.444444444,D_loss,0.3729
3.46031746,D_loss,0.1632
3.476190476,D_loss,0.1136
3.492063492,D_loss,0.0734
3.507936508,D_loss,0.6001
3.523809524,D_loss,0.3597
3.53968254,D_loss,0.1902
3.555555556,D_loss,0.148
3.571428571,D_loss,0.124
3.587301587,D_loss,0.3346
3.603174603,D_loss,0.1698
3.619047619,D_loss,0.0526
3.634920635,D_loss,0.1522
3.650793651,D_loss,0.1572
3.666666667,D_loss,0.0847
3.682539683,D_loss,0.0923
3.698412698,D_loss,0.0804
3.714285714,D_loss,0.0533
3.73015873,D_loss,0.8054
3.746031746,D_loss,0.7462
3.761904762,D_loss,2.9049
3.777777778,D_loss,0.1979
3.793650794,D_loss,0.1967
3.80952381,D_loss,0.0337
3.825396825,D_loss,0.0563
3.841269841,D_loss,0.0964
3.857142857,D_loss,1.1199
3.873015873,D_loss,0.0483
3.888888889,D_loss,0.4282
3.904761905,D_loss,0.0208
3.920634921,D_loss,0.1315
3.936507937,D_loss,0.3129
3.952380952,D_loss,0.4031
3.968253968,D_loss,0.1163
3.984126984,D_loss,0.1751
4.0,D_loss,0.0508
4.015873016,D_loss,2.9229
4.031746032,D_loss,0.0972
4.047619048,D_loss,0.3968
4.063492063,D_loss,0.0536
4.079365079,D_loss,0.0396
4.095238095,D_loss,0.0221
4.111111111,D_loss,0.0426
4.126984127,D_loss,0.1005
4.142857143,D_loss,0.2775
4.158730159,D_loss,0.2106
4.174603175,D_loss,0.0389
4.19047619,D_loss,0.0563
4.206349206,D_loss,0.0458
4.222222222,D_loss,0.0986
4.238095238,D_loss,0.0555
4.253968254,D_loss,0.1774
4.26984127,D_loss,0.0252
4.285714286,D_loss,0.2075
4.301587302,D_loss,5.876
4.317460317,D_loss,0.2032
4.333333333,D_loss,0.0702
4.349206349,D_loss,0.0627
4.365079365,D_loss,0.0631
4.380952381,D_loss,0.1693
4.396825397,D_loss,0.0794
4.412698413,D_loss,0.0374
4.428571429,D_loss,0.2025
4.444444444,D_loss,0.0368
4.46031746,D_loss,0.0734
4.476190476,D_loss,0.0476
4.492063492,D_loss,0.069
4.507936508,D_loss,0.0522
4.523809524,D_loss,0.1631
4.53968254,D_loss,0.1798
4.555555556,D_loss,0.0461
4.571428571,D_loss,2.0966
4.587301587,D_loss,0.0206
4.603174603,D_loss,0.4265
4.619047619,D_loss,0.1096
4.634920635,D_loss,0.0572
4.650793651,D_loss,0.0373
4.666666667,D_loss,0.1979
4.682539683,D_loss,0.3003
4.698412698,D_loss,0.0527
4.714285714,D_loss,1.1079
4.73015873,D_loss,0.0174
4.746031746,D_loss,0.1675
4.761904762,D_loss,0.3123
4.777777778,D_loss,0.1154
4.793650794,D_loss,0.0481
4.80952381,D_loss,0.0397
4.825396825,D_loss,0.0096
4.841269841,D_loss,0.0509
4.857142857,D_loss,0.0346
4.873015873,D_loss,0.0855
4.888888889,D_loss,0.0461
4.904761905,D_loss,0.0184
4.920634921,D_loss,0.15
4.936507937,D_loss,0.5831
4.952380952,D_loss,0.0193
4.968253968,D_loss,0.1347
4.984126984,D_loss,0.0304
5.0,D_loss,0.09
5.015873016,D_loss,4.4933
5.031746032,D_loss,0.1944
5.047619048,D_loss,0.0382
5.063492063,D_loss,0.095
5.079365079,D_loss,1.0452
5.095238095,D_loss,0.0842
5.111111111,D_loss,0.0336
5.126984127,D_loss,0.0203
5.142857143,D_loss,0.0436
5.158730159,D_loss,0.0668
5.174603175,D_loss,0.1978
5.19047619,D_loss,0.2123
5.206349206,D_loss,0.2016
5.222222222,D_loss,0.1016
5.238095238,D_loss,0.0251
5.253968254,D_loss,0.0202
5.26984127,D_loss,0.05
5.285714286,D_loss,0.0536
5.301587302,D_loss,0.0315
5.317460317,D_loss,0.0282
5.333333333,D_loss,0.1308
5.349206349,D_loss,0.1341
5.365079365,D_loss,0.0175
5.380952381,D_loss,0.09
5.396825397,D_loss,0.1071
5.412698413,D_loss,0.0415
5.428571429,D_loss,0.0921
5.444444444,D_loss,0.203
5.46031746,D_loss,0.1913
5.476190476,D_loss,0.0192
5.492063492,D_loss,0.894
5.507936508,D_loss,0.1435
5.523809524,D_loss,0.008
5.53968254,D_loss,0.007
5.555555556,D_loss,0.0325
5.571428571,D_loss,0.4661
5.587301587,D_loss,0.0355
5.603174603,D_loss,0.1181
5.619047619,D_loss,0.8172
5.634920635,D_loss,0.0183
5.650793651,D_loss,0.3666
5.666666667,D_loss,0.1048
5.682539683,D_loss,0.2012
5.698412698,D_loss,0.0218
5.714285714,D_loss,0.0477
5.73015873,D_loss,0.0335
5.746031746,D_loss,0.0375
5.761904762,D_loss,0.1264
5.777777778,D_loss,0.0107
5.793650794,D_loss,0.0994
5.80952381,D_loss,0.0389
5.825396825,D_loss,0.1035
5.841269841,D_loss,0.2985
5.857142857,D_loss,0.0563
5.873015873,D_loss,0.0167
5.888888889,D_loss,0.1232
5.904761905,D_loss,0.0502
5.920634921,D_loss,0.0232
5.936507937,D_loss,0.0296
5.952380952,D_loss,0.0547
5.968253968,D_loss,0.0139
5.984126984,D_loss,0.0371
6.0,D_loss,0.1682
6.015873016,D_loss,4.4815
6.031746032,D_loss,1.3961
6.047619048,D_loss,0.0716
6.063492063,D_loss,0.0518
6.079365079,D_loss,0.0856
6.095238095,D_loss,0.0505
6.111111111,D_loss,0.1732
6.126984127,D_loss,0.1401
6.142857143,D_loss,0.4276
6.158730159,D_loss,0.0781
6.174603175,D_loss,0.026
6.19047619,D_loss,0.0221
6.206349206,D_loss,0.0316
6.222222222,D_loss,0.0233
6.238095238,D_loss,0.0321
6.253968254,D_loss,0.0571
6.26984127,D_loss,0.6982
6.285714286,D_loss,0.0068
6.301587302,D_loss,0.0751
6.317460317,D_loss,0.0487
6.333333333,D_loss,0.206
6.349206349,D_loss,0.0523
6.365079365,D_loss,0.0227
6.380952381,D_loss,0.1765
6.396825397,D_loss,0.0272
6.412698413,D_loss,0.069
6.428571429,D_loss,0.1017
6.444444444,D_loss,0.0213
6.46031746,D_loss,0.1088
6.476190476,D_loss,0.0223
6.492063492,D_loss,0.0238
6.507936508,D_loss,0.0089
6.523809524,D_loss,0.5936
6.53968254,D_loss,0.0515
6.555555556,D_loss,0.0489
6.571428571,D_loss,0.0272
6.587301587,D_loss,0.0147
6.603174603,D_loss,0.0155
6.619047619,D_loss,0.0904
6.634920635,D_loss,0.0255
6.650793651,D_loss,0.0485
6.666666667,D_loss,0.0056
6.682539683,D_loss,0.0353
6.698412698,D_loss,0.0348
6.714285714,D_loss,0.011
6.73015873,D_loss,0.0169
6.746031746,D_loss,0.0102
6.761904762,D_loss,0.0591
6.777777778,D_loss,0.0201
6.793650794,D_loss,0.0744
6.80952381,D_loss,0.045
6.825396825,D_loss,0.4816
6.841269841,D_loss,0.0155
6.857142857,D_loss,0.0199
6.873015873,D_loss,0.078
6.888888889,D_loss,0.0125
6.904761905,D_loss,0.0098
6.920634921,D_loss,0.0574
6.936507937,D_loss,0.9073
6.952380952,D_loss,0.0238
6.968253968,D_loss,0.0064
6.984126984,D_loss,0.1358
7.0,D_loss,0.028
7.015873016,D_loss,0.0023
7.031746032,D_loss,0.0234
7.047619048,D_loss,0.0661
7.063492063,D_loss,0.0151
7.079365079,D_loss,0.1453
7.095238095,D_loss,0.0683
7.111111111,D_loss,0.0085
7.126984127,D_loss,0.0587
7.142857143,D_loss,0.0155
7.158730159,D_loss,0.0606
7.174603175,D_loss,0.4661
7.19047619,D_loss,0.0308
7.206349206,D_loss,0.0576
7.222222222,D_loss,0.0992
7.238095238,D_loss,0.0538
7.253968254,D_loss,0.0096
7.26984127,D_loss,0.0126
7.285714286,D_loss,0.0309
7.301587302,D_loss,0.0241
7.317460317,D_loss,0.0095
7.333333333,D_loss,0.0052
7.349206349,D_loss,0.3071
7.365079365,D_loss,0.0223
7.380952381,D_loss,0.0142
7.396825397,D_loss,0.0199
7.412698413,D_loss,0.0033
7.428571429,D_loss,0.0195
7.444444444,D_loss,0.2305
7.46031746,D_loss,0.15
7.476190476,D_loss,0.012
7.492063492,D_loss,0.008
7.507936508,D_loss,0.0101
7.523809524,D_loss,0.0153
7.53968254,D_loss,0.0221
7.555555556,D_loss,1.7866
7.571428571,D_loss,0.2097
7.587301587,D_loss,0.0218
7.603174603,D_loss,0.0774
7.619047619,D_loss,0.1144
7.634920635,D_loss,0.0168
7.650793651,D_loss,0.0531
7.666666667,D_loss,0.2175
7.682539683,D_loss,0.0062
7.698412698,D_loss,0.0774
7.714285714,D_loss,0.0403
7.73015873,D_loss,0.0122
7.746031746,D_loss,0.0303
7.761904762,D_loss,0.0174
7.777777778,D_loss,0.0068
7.793650794,D_loss,0.0115
7.80952381,D_loss,0.0047
7.825396825,D_loss,0.0655
7.841269841,D_loss,0.0932
7.857142857,D_loss,0.1594
7.873015873,D_loss,0.0504
7.888888889,D_loss,0.0274
7.904761905,D_loss,0.0638
7.920634921,D_loss,0.1624
7.936507937,D_loss,0.0243
7.952380952,D_loss,0.0234
7.968253968,D_loss,0.0087
7.984126984,D_loss,0.1388
8.0,D_loss,0.0155
8.015873016,D_loss,4.372
8.031746032,D_loss,0.5033
8.047619048,D_loss,0.5372
8.063492063,D_loss,0.0574
8.079365079,D_loss,0.0319
8.095238095,D_loss,0.0079
8.111111111,D_loss,0.0289
8.126984127,D_loss,0.0501
8.142857143,D_loss,0.043
8.158730159,D_loss,0.0413
8.174603175,D_loss,0.4139
8.19047619,D_loss,0.0187
8.206349206,D_loss,0.0066
8.222222222,D_loss,0.0188
8.238095238,D_loss,0.0917
8.253968254,D_loss,0.2226
8.26984127,D_loss,0.4911
8.285714286,D_loss,0.0357
8.301587302,D_loss,0.1831
8.317460317,D_loss,0.1012
8.333333333,D_loss,0.0941
8.349206349,D_loss,0.0514
8.365079365,D_loss,0.007
8.380952381,D_loss,0.0026
8.396825397,D_loss,0.5767
8.412698413,D_loss,0.0931
8.428571429,D_loss,0.0315
8.444444444,D_loss,0.0135
8.46031746,D_loss,0.023
8.476190476,D_loss,0.1887
8.492063492,D_loss,0.0253
8.507936508,D_loss,0.0187
8.523809524,D_loss,0.0026
8.53968254,D_loss,0.0055
8.555555556,D_loss,0.022
8.571428571,D_loss,0.3937
8.587301587,D_loss,0.0468
8.603174603,D_loss,0.2535
8.619047619,D_loss,0.0333
8.634920635,D_loss,0.0336
8.650793651,D_loss,0.0049
8.666666667,D_loss,0.8033
8.682539683,D_loss,0.0198
8.698412698,D_loss,0.0037
8.714285714,D_loss,0.1413
8.73015873,D_loss,0.0882
8.746031746,D_loss,0.0689
8.761904762,D_loss,0.0316
8.777777778,D_loss,0.0908
8.793650794,D_loss,0.0084
8.80952381,D_loss,0.1055
8.825396825,D_loss,0.114
8.841269841,D_loss,0.0134
8.857142857,D_loss,0.0639
8.873015873,D_loss,0.0039
8.888888889,D_loss,0.447
8.904761905,D_loss,0.0382
8.920634921,D_loss,0.0189
8.936507937,D_loss,0.0695
8.952380952,D_loss,0.1104
8.968253968,D_loss,0.0032
8.984126984,D_loss,0.3066
9.0,D_loss,1.4171
9.015873016,D_loss,1.0549
9.031746032,D_loss,0.1004
9.047619048,D_loss,0.3015
9.063492063,D_loss,0.1911
9.079365079,D_loss,0.0762
9.095238095,D_loss,0.0292
9.111111111,D_loss,0.0052
9.126984127,D_loss,0.0472
9.142857143,D_loss,0.0219
9.158730159,D_loss,0.1857
9.174603175,D_loss,0.019
9.19047619,D_loss,0.01
9.206349206,D_loss,0.0031
9.222222222,D_loss,0.0149
9.238095238,D_loss,0.0101
9.253968254,D_loss,0.0213
9.26984127,D_loss,0.0856
9.285714286,D_loss,0.0048
9.301587302,D_loss,0.0048
9.317460317,D_loss,0.002
9.333333333,D_loss,0.114
9.349206349,D_loss,0.2787
9.365079365,D_loss,0.0806
9.380952381,D_loss,0.0279
9.396825397,D_loss,0.0366
9.412698413,D_loss,0.1078
9.428571429,D_loss,0.0122
9.444444444,D_loss,0.0073
9.46031746,D_loss,0.0074
9.476190476,D_loss,0.0146
9.492063492,D_loss,0.0147
9.507936508,D_loss,0.0114
9.523809524,D_loss,0.0099
9.53968254,D_loss,0.0228
9.555555556,D_loss,0.0281
9.571428571,D_loss,0.0611
9.587301587,D_loss,0.0031
9.603174603,D_loss,0.0102
9.619047619,D_loss,0.0576
9.634920635,D_loss,0.0159
9.650793651,D_loss,0.2139
9.666666667,D_loss,0.0621
9.682539683,D_loss,0.0063
9.698412698,D_loss,0.009
9.714285714,D_loss,0.0038
9.73015873,D_loss,0.012
9.746031746,D_loss,0.1003
9.761904762,D_loss,0.0247
9.777777778,D_loss,0.1968
9.793650794,D_loss,0.004
9.80952381,D_loss,0.1114
9.825396825,D_loss,0.0181
9.841269841,D_loss,0.0497
9.857142857,D_loss,0.023
9.873015873,D_loss,0.0086
9.888888889,D_loss,0.0062
9.904761905,D_loss,0.1501
9.920634921,D_loss,0.1216
9.936507937,D_loss,0.026
9.952380952,D_loss,0.023
9.968253968,D_loss,0.1425
9.984126984,D_loss,0.0063
10.0,D_loss,0.0185
0.015873016,Генератор,2.8024
0.031746032,Генератор,10.7976
0.047619048,Генератор,3.1794
0.063492063,Генератор,3.9189
0.079365079,Генератор,3.337
0.095238095,Генератор,4.5458
0.111111111,Генератор,2.8869
0.126984127,Генератор,3.5656
0.142857143,Генератор,2.5248
0.158730159,Генератор,3.1307
0.174603175,Генератор,3.8016
0.19047619,Генератор,2.4208
0.206349206,Генератор,0.6925
0.222222222,Генератор,3.2672
0.238095238,Генератор,2.4037
0.253968254,Генератор,1.8467
0.26984127,Генератор,3.6029
0.285714286,Генератор,1.378
0.301587302,Генератор,3.0636
0.317460317,Генератор,2.0519
0.333333333,Генератор,2.443
0.349206349,Генератор,1.9079
0.365079365,Генератор,0.9595
0.380952381,Генератор,2.1985
0.396825397,Генератор,1.6084
0.412698413,Генератор,2.6624
0.428571429,Генератор,1.9708
0.444444444,Генератор,1.9254
0.46031746,Генератор,1.05
0.476190476,Генератор,1.2138
